V1,V2,V3,V4,V5,V6,V7,V8,V9,score,is_terminal
O,O,X,X,X, ,O,X,O,1,False
O,O,X,X,X, , ,X,O,1,False
O,O,X,X, , , ,X,O,1,False
O,O,X,X, , , ,X, ,1,False
O,O,X,O,X,X,O,X, ,-1,True
O,O,X,O,X,X, ,X, ,-1,False
O,O,X,O,X, ,X,X, ,1,True
O,O,X,O,X, , ,X, ,1,False
O,O,X, ,X, , ,X, ,1,False
O,O,X,O,X,X,O,X, ,-1,True
O,O,X,O,X,X, ,X, ,-1,False
O,O,X,O,O,X,X,X,X,1,True
O,O,X,O,O,X,X,X, ,1,False
O,O,X,O, ,X,X,X, ,1,False
O,O,X,O, ,X, ,X,X,1,True
O,O,X,O, ,X, ,X, ,1,False
O,O,X, , ,X, ,X, ,1,False
O,O,X,O,X, ,X,X, ,1,True
O,O,X,O, , ,X,X, ,1,False
O,O,X, , , ,X,X, ,1,False
O,O,X,O,X,O,X,X,X,1,True
O,O,X,O,X,O, ,X,X,1,False
O,O,X,O,X, , ,X,X,1,False
O,O,X,O, ,X, ,X,X,1,True
O,O,X,O, , , ,X,X,1,False
O,O,X, , , , ,X,X,1,False
O,O,X, , , , ,X, ,1,False
O,X,X,O,O,X,O,X, ,-1,True
O,X,X,O,O,X, ,X, ,-1,False
O,X,X,O,O,O,X,X, ,-1,True
O,X,X,O,O, ,X,X, ,-1,False
O,X,X,O,O,O, ,X,X,-1,True
O,X,X,O,O, , ,X,X,-1,False
O,X,X,O,O, , ,X, ,-1,False
O,X,X,O, , , ,X, ,-1,False
O,O,X,O,X,X,O,X, ,-1,True
O,O,X,O,X,X, ,X, ,-1,False
O,O,X,O,X, ,X,X, ,1,True
O,O,X,O,X, , ,X, ,1,False
O,X,X,O,X,O, ,X, ,1,True
O, ,X,O,X,O, ,X, ,1,False
O, ,X,O,X, ,O,X, ,-1,True
O, ,X,O,X, , ,X, ,-1,False
O,O,X,O,X,X,O,X, ,-1,True
O,O,X,O,X,X, ,X, ,-1,False
O,O,X,O,O,X,X,X,X,1,True
O,O,X,O,O,X,X,X, ,1,False
O,O,X,O,X,X,X,X,O,1,True
O,O,X,O, ,X,X,X,O,1,False
O,O,X,O, ,X,X,X, ,1,False
O,O,X,O, ,X, ,X, ,1,False
O,X,X,O,O,X,O,X, ,-1,True
O,X,X,O,O,X, ,X, ,-1,False
O,O,X,O,O,X,X,X,X,1,True
O,O,X,O,O,X,X,X, ,1,False
O, ,X,O,O,X,X,X,O,-1,True
O, ,X,O,O,X,X,X, ,-1,False
O, ,X,O,O,X, ,X,X,1,True
O, ,X,O,O,X, ,X, ,1,False
O, ,X,O, ,X,O,X, ,-1,True
O, ,X,O, ,X, ,X, ,-1,False
O,O,X,O,X, ,X,X, ,1,True
O,O,X,O, , ,X,X, ,1,False
O,X,X,O,O,O,X,X, ,-1,True
O,X,X,O,O, ,X,X, ,-1,False
O,O,X,O,O,X,X,X,X,1,True
O,O,X,O,O,X,X,X, ,1,False
O, ,X,O,O,X,X,X,O,-1,True
O, ,X,O,O,X,X,X, ,-1,False
O, ,X,O,O, ,X,X,X,1,True
O, ,X,O,O, ,X,X, ,1,False
O,X,X,O,O,O,X,X, ,-1,True
O,X,X,O, ,O,X,X, ,-1,False
O, ,X,O,X,O,X,X, ,1,True
O, ,X,O, ,O,X,X, ,1,False
O,X,X,O,O, ,X,X,O,-1,True
O,X,X,O, , ,X,X,O,-1,False
O, ,X,O,X, ,X,X,O,1,True
O, ,X,O, , ,X,X,O,1,False
O, ,X,O, , ,X,X, ,1,False
O, ,X,O, , , ,X, ,1,False
O,X,X,O,O,X,O,X, ,-1,True
O,X,X,O,O,X, ,X, ,-1,False
O,X,X,O,O,O,X,X, ,-1,True
O,X,X,O,O, ,X,X, ,-1,False
O,X,X,O,O,O, ,X,X,-1,True
O,X,X,O,O, , ,X,X,-1,False
O,X,X,O,O, , ,X, ,-1,False
O,X,X, ,O, , ,X, ,-1,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O,X,O,X, ,1,False
O,O,X,X,O,X, ,X,O,-1,True
O,O,X,X,O,X, ,X, ,-1,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O,X,X, ,1,False
O,O,X,X,O, ,X,X,O,-1,True
O,O,X,X,O, ,X,X, ,-1,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O, ,X,X,1,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O, ,O,X,X,1,False
O,O,X,X,O, , ,X,X,1,False
O,O,X,X,O, , ,X, ,1,False
O,X,X,X,O,O,O,X,X,0,True
O,X,X,X,O,O,O,X, ,0,False
O,X,X,X,O,O, ,X,O,-1,True
O,X,X,X,O,O, ,X, ,-1,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O,X,X, ,1,False
O, ,X,X,O,O,X,X,O,-1,True
O, ,X,X,O,O,X,X, ,-1,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O, ,X,X,1,False
O,X,X,X,O,O,O,X,X,0,True
O, ,X,X,O,O,O,X,X,0,False
O, ,X,X,O,O, ,X,X,0,False
O, ,X,X,O,O, ,X, ,0,False
O,X,X,X,O,O,O,X,X,0,True
O,X,X,X,O,O,O,X, ,0,False
O,X,X,X,O, ,O,X,O,-1,True
O,X,X,X,O, ,O,X, ,-1,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O,X,O,X, ,1,False
O, ,X,X,O,X,O,X,O,-1,True
O, ,X,X,O,X,O,X, ,-1,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O, ,O,X,X,1,False
O,X,X,X,O,O,O,X,X,0,True
O, ,X,X,O,O,O,X,X,0,False
O, ,X,X,O, ,O,X,X,0,False
O, ,X,X,O, ,O,X, ,0,False
O, ,X,X,O, , ,X,O,-1,True
O, ,X,X,O, , ,X, ,-1,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O,X,O,X, ,1,False
O,O,X,X,O,X, ,X,O,-1,True
O,O,X,X,O,X, ,X, ,-1,False
O,O,X,O,O,X,X,X,X,1,True
O,O,X,O,O,X,X,X, ,1,False
O,O,X, ,O,X,X,X,O,-1,True
O,O,X, ,O,X,X,X, ,-1,False
O,O,X, ,O,X, ,X,X,1,True
O,O,X, ,O,X, ,X, ,1,False
O,X,X,O,O,X,O,X, ,-1,True
O,X,X,O,O,X, ,X, ,-1,False
O,O,X,O,O,X,X,X,X,1,True
O,O,X,O,O,X,X,X, ,1,False
O, ,X,O,O,X,X,X,O,-1,True
O, ,X,O,O,X,X,X, ,-1,False
O, ,X,O,O,X, ,X,X,1,True
O, ,X,O,O,X, ,X, ,1,False
O,X,X,O,O,X,O,X, ,-1,True
O,X,X, ,O,X,O,X, ,-1,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O,X,O,X, ,1,False
O, ,X,X,O,X,O,X,O,-1,True
O, ,X,X,O,X,O,X, ,-1,False
O, ,X, ,O,X,O,X,X,1,True
O, ,X, ,O,X,O,X, ,1,False
O, ,X, ,O,X, ,X,O,-1,True
O, ,X, ,O,X, ,X, ,-1,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O,X,X, ,1,False
O,O,X,X,O, ,X,X,O,-1,True
O,O,X,X,O, ,X,X, ,-1,False
O,O,X,O,O,X,X,X,X,1,True
O,O,X,O,O,X,X,X, ,1,False
O,O,X, ,O,X,X,X,O,-1,True
O,O,X, ,O,X,X,X, ,-1,False
O,O,X, ,O, ,X,X,X,1,True
O,O,X, ,O, ,X,X, ,1,False
O,X,X,O,O,O,X,X, ,-1,True
O,X,X,O,O, ,X,X, ,-1,False
O,O,X,O,O,X,X,X,X,1,True
O,O,X,O,O,X,X,X, ,1,False
O, ,X,O,O,X,X,X,O,-1,True
O, ,X,O,O,X,X,X, ,-1,False
O, ,X,O,O, ,X,X,X,1,True
O, ,X,O,O, ,X,X, ,1,False
O,X,X,O,O,O,X,X, ,-1,True
O,X,X, ,O,O,X,X, ,-1,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O,X,X, ,1,False
O, ,X,X,O,O,X,X,O,-1,True
O, ,X,X,O,O,X,X, ,-1,False
O, ,X, ,O,O,X,X,X,1,True
O, ,X, ,O,O,X,X, ,1,False
O, ,X, ,O, ,X,X,O,-1,True
O, ,X, ,O, ,X,X, ,-1,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O, ,X,X,1,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O, ,O,X,X,1,False
O,O,X,X,O, , ,X,X,1,False
O,O,X, ,O, , ,X,X,1,False
O,X,X,O,O,O, ,X,X,-1,True
O,X,X,O,O, , ,X,X,-1,False
O, ,X,O,O,X, ,X,X,1,True
O, ,X,O,O, , ,X,X,1,False
O,X,X,O,O,O, ,X,X,-1,True
O,X,X, ,O,O, ,X,X,-1,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O, ,X,X,1,False
O,X,X,X,O,O,O,X,X,0,True
O, ,X,X,O,O,O,X,X,0,False
O, ,X,X,O,O, ,X,X,0,False
O, ,X, ,O,O,X,X,X,1,True
O, ,X, ,O,O, ,X,X,1,False
O,X,X,O,O, ,O,X,X,-1,True
O,X,X, ,O, ,O,X,X,-1,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O, ,O,X,X,1,False
O,X,X,X,O,O,O,X,X,0,True
O, ,X,X,O,O,O,X,X,0,False
O, ,X,X,O, ,O,X,X,0,False
O, ,X, ,O,X,O,X,X,1,True
O, ,X, ,O, ,O,X,X,1,False
O, ,X, ,O, , ,X,X,1,False
O, ,X, ,O, , ,X, ,1,False
O,X,X,O,X,O, ,X, ,1,True
O,X,X,O, ,O, ,X, ,1,False
O,X,X,X,O,O,O,X,X,0,True
O,X,X,X,O,O,O,X, ,0,False
O,X,X,X,O,O, ,X,O,-1,True
O,X,X,X,O,O, ,X, ,-1,False
O,X,X,O,O,O,X,X, ,-1,True
O,X,X, ,O,O,X,X, ,-1,False
O,X,X,O,O,O, ,X,X,-1,True
O,X,X, ,O,O, ,X,X,-1,False
O,X,X, ,O,O, ,X, ,-1,False
O,X,X, , ,O, ,X, ,-1,False
O,O,X,X,X,O,O,X,X,0,True
O,O,X,X,X,O,O,X, ,0,False
O,O,X,X,X,O,X,X,O,1,True
O,O,X,X,X,O, ,X,O,1,False
O,O,X,X,X,O, ,X, ,0,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O,X,X, ,1,False
O,O,X,X,X,O,X,X,O,1,True
O,O,X,X, ,O,X,X,O,1,False
O,O,X,X, ,O,X,X, ,1,False
O,O,X,X, ,O, ,X, ,1,False
O,X,X,X,O,O,O,X,X,0,True
O,X,X,X,O,O,O,X, ,0,False
O,X,X,X,O,O, ,X,O,-1,True
O,X,X,X,O,O, ,X, ,-1,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O,X,X, ,1,False
O, ,X,X,O,O,X,X,O,-1,True
O, ,X,X,O,O,X,X, ,-1,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O, ,X,X,1,False
O,X,X,X,O,O,O,X,X,0,True
O, ,X,X,O,O,O,X,X,0,False
O, ,X,X,O,O, ,X,X,0,False
O, ,X,X,O,O, ,X, ,0,False
O,X,X,X,O,O,O,X,X,0,True
O,X,X,X,O,O,O,X, ,0,False
O,X,X,X,X,O,O,X,O,1,True
O,X,X,X, ,O,O,X,O,1,False
O,X,X,X, ,O,O,X, ,0,False
O, ,X,X, ,O,O,X, ,0,False
O,X,X,X,O,O, ,X,O,-1,True
O,X,X,X, ,O, ,X,O,-1,False
O,O,X,X,X,O,X,X,O,1,True
O,O,X,X,X,O, ,X,O,1,False
O,X,X,X,X,O,O,X,O,1,True
O, ,X,X,X,O,O,X,O,1,False
O, ,X,X,X,O, ,X,O,1,False
O, ,X,X, ,O, ,X,O,1,False
O, ,X,X, ,O, ,X, ,0,False
O,O,X,X,X,O,O,X,X,0,True
O,O,X,X,X,O,O,X, ,0,False
O,O,X,X,X,O, ,X, ,0,False
O,O,X, ,X,O,X,X, ,1,True
O,O,X, ,X,O, ,X, ,1,False
O,X,X,O,X,O, ,X, ,1,True
O, ,X,O,X,O, ,X, ,1,False
O,X,X, ,X,O,O,X, ,1,True
O, ,X, ,X,O,O,X, ,1,False
O,X,X, ,X,O, ,X,O,1,True
O, ,X, ,X,O, ,X,O,1,False
O, ,X, ,X,O, ,X, ,1,False
O, ,X, , ,O, ,X, ,1,False
O,X,X,O, , ,O,X, ,-1,True
O,X,X, , , ,O,X, ,-1,False
O,O,X,X,X,O,O,X,X,0,True
O,O,X,X,X,O,O,X, ,0,False
O,O,X,X,X,X,O,X,O,1,True
O,O,X,X,X, ,O,X,O,1,False
O,O,X,X,X, ,O,X, ,0,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O,X,O,X, ,1,False
O,O,X,X,X,X,O,X,O,1,True
O,O,X,X, ,X,O,X,O,1,False
O,O,X,X, ,X,O,X, ,1,False
O,O,X,X, , ,O,X, ,1,False
O,X,X,X,O,O,O,X,X,0,True
O,X,X,X,O,O,O,X, ,0,False
O,X,X,X,O, ,O,X,O,-1,True
O,X,X,X,O, ,O,X, ,-1,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O,X,O,X, ,1,False
O, ,X,X,O,X,O,X,O,-1,True
O, ,X,X,O,X,O,X, ,-1,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O, ,O,X,X,1,False
O,X,X,X,O,O,O,X,X,0,True
O, ,X,X,O,O,O,X,X,0,False
O, ,X,X,O, ,O,X,X,0,False
O, ,X,X,O, ,O,X, ,0,False
O,X,X,X,O,O,O,X,X,0,True
O,X,X,X,O,O,O,X, ,0,False
O,X,X,X,X,O,O,X,O,1,True
O,X,X,X, ,O,O,X,O,1,False
O,X,X,X, ,O,O,X, ,0,False
O, ,X,X, ,O,O,X, ,0,False
O,X,X,X,O, ,O,X,O,-1,True
O,X,X,X, , ,O,X,O,-1,False
O,O,X,X,X,X,O,X,O,1,True
O,O,X,X,X, ,O,X,O,1,False
O,X,X,X,X,O,O,X,O,1,True
O, ,X,X,X,O,O,X,O,1,False
O, ,X,X,X, ,O,X,O,1,False
O, ,X,X, , ,O,X,O,1,False
O, ,X,X, , ,O,X, ,0,False
O,O,X,X,X,O,O,X,X,0,True
O,O,X,X,X,O,O,X, ,0,False
O,O,X,X,X, ,O,X, ,0,False
O,O,X,O,X,X,O,X, ,-1,True
O,O,X, ,X,X,O,X, ,-1,False
O,O,X,O,X, ,O,X,X,-1,True
O,O,X, ,X, ,O,X,X,-1,False
O,O,X, ,X, ,O,X, ,0,False
O, ,X, ,X, ,O,X, ,0,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O,X,O,X, ,1,False
O,O,X,X,X,X,O,X,O,1,True
O,O,X,X, ,X,O,X,O,1,False
O,O,X,X, ,X,O,X, ,1,False
O,O,X, , ,X,O,X, ,1,False
O, ,X,O, ,X,O,X, ,-1,True
O, ,X, , ,X,O,X, ,-1,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O, ,O,X,X,1,False
O,O,X,X,X,O,O,X,X,0,True
O,O,X,X, ,O,O,X,X,0,False
O,O,X,X, , ,O,X,X,0,False
O,O,X,O,X, ,O,X,X,-1,True
O,O,X, ,X, ,O,X,X,-1,False
O,O,X, , ,X,O,X,X,1,True
O,O,X, , , ,O,X,X,1,False
O, ,X,O, , ,O,X,X,-1,True
O, ,X, , , ,O,X,X,-1,False
O, ,X, , , ,O,X, ,0,False
O,X,X,O,X, , ,X,O,1,True
O,X,X,O, , , ,X,O,1,False
O,X,X, ,O, , ,X,O,-1,True
O,X,X, , , , ,X,O,-1,False
O,O,X,X,X,O,X,X,O,1,True
O,O,X,X,X,O, ,X,O,1,False
O,O,X,X,X,X,O,X,O,1,True
O,O,X,X,X, ,O,X,O,1,False
O,O,X,X,X, , ,X,O,1,False
O,O,X,X, , , ,X,O,1,False
O, ,X,X,O, , ,X,O,-1,True
O, ,X,X, , , ,X,O,-1,False
O,O,X,X,X,O,X,X,O,1,True
O,O,X,X,X,O, ,X,O,1,False
O,O,X,X,X,X,O,X,O,1,True
O,O,X,X,X, ,O,X,O,1,False
O,O,X,X,X, , ,X,O,1,False
O,O,X, ,X, , ,X,O,1,False
O,X,X,O,X, , ,X,O,1,True
O, ,X,O,X, , ,X,O,1,False
O,X,X, ,X,O, ,X,O,1,True
O, ,X, ,X,O, ,X,O,1,False
O,X,X, ,X, ,O,X,O,1,True
O, ,X, ,X, ,O,X,O,1,False
O, ,X, ,X, , ,X,O,1,False
O, ,X, , , , ,X,O,1,False
O, ,X, , , , ,X, ,0,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O,X,O,X, ,1,False
O,O,X,X,O,X, ,X,O,-1,True
O,O,X,X,O,X, ,X, ,-1,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O,X,X, ,1,False
O,O,X,X,O, ,X,X,O,-1,True
O,O,X,X,O, ,X,X, ,-1,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O, ,X,X,1,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O, ,O,X,X,1,False
O,O,X,X,O, , ,X,X,1,False
O,O,X,X,O, , ,X, ,1,False
O,O,X,X,X,O,O,X,X,0,True
O,O,X,X,X,O,O,X, ,0,False
O,O,X,X,X,O, ,X, ,0,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O,X,X, ,1,False
O,O,X,X,X,O,X,X,O,1,True
O,O,X,X, ,O,X,X,O,1,False
O,O,X,X, ,O,X,X, ,1,False
O,O,X,X, ,O, ,X, ,1,False
O,O,X,X,X,O,O,X,X,0,True
O,O,X,X,X,O,O,X, ,0,False
O,O,X,X,X, ,O,X, ,0,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O,X,O,X, ,1,False
O,O,X,X,X,X,O,X,O,1,True
O,O,X,X, ,X,O,X,O,1,False
O,O,X,X, ,X,O,X, ,1,False
O,O,X,X, , ,O,X, ,1,False
O,O,X,X,X,O,X,X,O,1,True
O,O,X,X,X,O, ,X,O,1,False
O,O,X,X,X,X,O,X,O,1,True
O,O,X,X,X, ,O,X,O,1,False
O,O,X,X,X, , ,X,O,1,False
O,O,X,X, , , ,X,O,1,False
O,O,X,X, , , ,X, ,1,False
O,O,O,X,X, , ,X, ,-1,True
O,O, ,X,X, , ,X, ,-1,False
O,O,O,X, ,X, ,X, ,-1,True
O,O, ,X, ,X, ,X, ,-1,False
O,O,O,X, , ,X,X, ,-1,True
O,O, ,X, , ,X,X, ,-1,False
O,O,O,X, , , ,X,X,-1,True
O,O, ,X, , , ,X,X,-1,False
O,O, ,X, , , ,X, ,1,False
O,X,O,X,O,X,O,X, ,-1,True
O,X,O,X,O,X, ,X, ,-1,False
O,X,O,X,O,O,X,X,X,1,True
O,X,O,X,O,O,X,X, ,1,False
O,X,O,X,O, ,X,X,O,-1,True
O,X,O,X,O, ,X,X, ,-1,False
O,X,O,X,O,O,X,X,X,1,True
O,X,O,X,O,O, ,X,X,1,False
O,X,O,X,O, ,O,X,X,-1,True
O,X,O,X,O, , ,X,X,-1,False
O,X,O,X,O, , ,X, ,-1,False
O,X,O,X, , , ,X, ,-1,False
O,O,O,X,X, , ,X, ,-1,True
O, ,O,X,X, , ,X, ,-1,False
O,O,O,X, ,X, ,X, ,-1,True
O, ,O,X, ,X, ,X, ,-1,False
O,O,O,X, , ,X,X, ,-1,True
O, ,O,X, , ,X,X, ,-1,False
O,O,O,X, , , ,X,X,-1,True
O, ,O,X, , , ,X,X,-1,False
O, ,O,X, , , ,X, ,-1,False
O, , ,X, , , ,X, ,-1,False
O,O,X,O,X,X,O,X, ,-1,True
O,O,X,O,X,X, ,X, ,-1,False
O,O,X,O,X, ,X,X, ,1,True
O,O,X,O,X, , ,X, ,1,False
O,O,X,X,X,O,O,X,X,0,True
O,O,X,X,X,O,O,X, ,0,False
O,O,X,X,X,O, ,X, ,0,False
O,O,X, ,X,O,X,X, ,1,True
O,O,X, ,X,O, ,X, ,1,False
O,O,X,X,X,O,O,X,X,0,True
O,O,X,X,X,O,O,X, ,0,False
O,O,X,X,X, ,O,X, ,0,False
O,O,X,O,X,X,O,X, ,-1,True
O,O,X, ,X,X,O,X, ,-1,False
O,O,X,O,X, ,O,X,X,-1,True
O,O,X, ,X, ,O,X,X,-1,False
O,O,X, ,X, ,O,X, ,0,False
O,O,X, ,X, , ,X, ,0,False
O,O,O,X,X, , ,X, ,-1,True
O,O, ,X,X, , ,X, ,-1,False
O,O,O, ,X,X, ,X, ,-1,True
O,O, , ,X,X, ,X, ,-1,False
O,O,O, ,X, ,X,X, ,-1,True
O,O, , ,X, ,X,X, ,-1,False
O,O,O, ,X, , ,X,X,-1,True
O,O, , ,X, , ,X,X,-1,False
O,O, , ,X, , ,X, ,0,False
O, , , ,X, , ,X, ,0,False
O,O,X,O,X,X,O,X, ,-1,True
O,O,X,O,X,X, ,X, ,-1,False
O,O,X,O,O,X,X,X,X,1,True
O,O,X,O,O,X,X,X, ,1,False
O,O,X,O,X,X,X,X,O,1,True
O,O,X,O, ,X,X,X,O,1,False
O,O,X,O, ,X,X,X, ,1,False
O,O,X,O, ,X, ,X,X,1,True
O,O,X,O, ,X, ,X, ,1,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O,X,O,X, ,1,False
O,O,X,X,O,X, ,X,O,-1,True
O,O,X,X,O,X, ,X, ,-1,False
O,O,X,O,O,X,X,X,X,1,True
O,O,X,O,O,X,X,X, ,1,False
O,O,X, ,O,X,X,X,O,-1,True
O,O,X, ,O,X,X,X, ,-1,False
O,O,X, ,O,X, ,X,X,1,True
O,O,X, ,O,X, ,X, ,1,False
O,O,X,X,O,X,O,X,X,1,True
O,O,X,X,O,X,O,X, ,1,False
O,O,X,X,X,X,O,X,O,1,True
O,O,X,X, ,X,O,X,O,1,False
O,O,X,X, ,X,O,X, ,1,False
O,O,X, , ,X,O,X, ,1,False
O,O,X,X,O,X, ,X,O,-1,True
O,O,X,X, ,X, ,X,O,-1,False
O,O,X,O,X,X,X,X,O,1,True
O,O,X,O,X,X, ,X,O,1,False
O,O,X,X,X,X,O,X,O,1,True
O,O,X, ,X,X,O,X,O,1,False
O,O,X, ,X,X, ,X,O,1,False
O,O,X, , ,X, ,X,O,1,False
O,O,X, , ,X, ,X, ,1,False
O,O,O,X, ,X, ,X, ,-1,True
O,O, ,X, ,X, ,X, ,-1,False
O,O,O, ,X,X, ,X, ,-1,True
O,O, , ,X,X, ,X, ,-1,False
O,O,O, , ,X,X,X, ,-1,True
O,O, , , ,X,X,X, ,-1,False
O,O,O, , ,X, ,X,X,-1,True
O,O, , , ,X, ,X,X,-1,False
O,O, , , ,X, ,X, ,1,False
O,X,O,O,X,X, ,X, ,1,True
O,X,O,O, ,X, ,X, ,1,False
O,X,O,X,O,X,O,X, ,-1,True
O,X,O,X,O,X, ,X, ,-1,False
O,X,O,O,O,X,X,X,X,1,True
O,X,O,O,O,X,X,X, ,1,False
O,X,O, ,O,X,X,X,O,-1,True
O,X,O, ,O,X,X,X, ,-1,False
O,X,O,O,O,X,X,X,X,1,True
O,X,O,O,O,X, ,X,X,1,False
O,X,O, ,O,X,O,X,X,-1,True
O,X,O, ,O,X, ,X,X,-1,False
O,X,O, ,O,X, ,X, ,-1,False
O,X,O, , ,X, ,X, ,-1,False
O,O,O,X, ,X, ,X, ,-1,True
O, ,O,X, ,X, ,X, ,-1,False
O,O,O, ,X,X, ,X, ,-1,True
O, ,O, ,X,X, ,X, ,-1,False
O,O,O, , ,X,X,X, ,-1,True
O, ,O, , ,X,X,X, ,-1,False
O,O,O, , ,X, ,X,X,-1,True
O, ,O, , ,X, ,X,X,-1,False
O, ,O, , ,X, ,X, ,-1,False
O, , , , ,X, ,X, ,-1,False
O,O,X,O,X, ,X,X, ,1,True
O,O,X,O, , ,X,X, ,1,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O,X,X, ,1,False
O,O,X,X,O, ,X,X,O,-1,True
O,O,X,X,O, ,X,X, ,-1,False
O,O,X,O,O,X,X,X,X,1,True
O,O,X,O,O,X,X,X, ,1,False
O,O,X, ,O,X,X,X,O,-1,True
O,O,X, ,O,X,X,X, ,-1,False
O,O,X, ,O, ,X,X,X,1,True
O,O,X, ,O, ,X,X, ,1,False
O,O,X,X,O,O,X,X,X,1,True
O,O,X,X,O,O,X,X, ,1,False
O,O,X,X,X,O,X,X,O,1,True
O,O,X,X, ,O,X,X,O,1,False
O,O,X,X, ,O,X,X, ,1,False
O,O,X, , ,O,X,X, ,1,False
O,O,X,X,O, ,X,X,O,-1,True
O,O,X,X, , ,X,X,O,-1,False
O,O,X, ,X, ,X,X,O,1,True
O,O,X, , , ,X,X,O,1,False
O,O,X, , , ,X,X, ,1,False
O,O,O,X, , ,X,X, ,-1,True
O,O, ,X, , ,X,X, ,-1,False
O,O,O, ,X, ,X,X, ,-1,True
O,O, , ,X, ,X,X, ,-1,False
O,O,O, , ,X,X,X, ,-1,True
O,O, , , ,X,X,X, ,-1,False
O,O, , , , ,X,X,X,1,True
O,O, , , , ,X,X, ,1,False
O,X,O,O,X, ,X,X, ,1,True
O,X,O,O, , ,X,X, ,1,False
O,X,O,X,O,O,X,X,X,1,True
O,X,O,X,O,O,X,X, ,1,False
O,X,O,X,O, ,X,X,O,-1,True
O,X,O,X,O, ,X,X, ,-1,False
O,X,O,O,O,X,X,X,X,1,True
O,X,O,O,O,X,X,X, ,1,False
O,X,O, ,O,X,X,X,O,-1,True
O,X,O, ,O,X,X,X, ,-1,False
O,X,O, ,O, ,X,X,X,1,True
O,X,O, ,O, ,X,X, ,1,False
O,X,O,X,O,O,X,X,X,1,True
O,X,O,X,O,O,X,X, ,1,False
O,X,O,X, ,O,X,X,O,-1,True
O,X,O,X, ,O,X,X, ,-1,False
O,X,O, ,X,O,X,X, ,1,True
O,X,O, , ,O,X,X, ,1,False
O,X,O,X,O, ,X,X,O,-1,True
O,X,O,X, , ,X,X,O,-1,False
O,X,O, ,X, ,X,X,O,1,True
O,X,O, , , ,X,X,O,1,False
O,X,O, , , ,X,X, ,1,False
O, ,O, , , ,X,X, ,1,False
O,X,O,O,X, ,X,X, ,1,True
O,X,O,O, , ,X,X, ,1,False
O,X,X,O,O,O,X,X, ,-1,True
O,X,X,O,O, ,X,X, ,-1,False
O,X,O,O,O,X,X,X,X,1,True
O,X,O,O,O,X,X,X, ,1,False
O,X, ,O,O,X,X,X,O,-1,True
O,X, ,O,O,X,X,X, ,-1,False
O,X, ,O,O, ,X,X,X,1,True
O,X, ,O,O, ,X,X, ,1,False
O,X,X,O,O,O,X,X, ,-1,True
O,X,X,O, ,O,X,X, ,-1,False
O,X, ,O,X,O,X,X, ,1,True
O,X, ,O, ,O,X,X, ,1,False
O,X,X,O,O, ,X,X,O,-1,True
O,X,X,O, , ,X,X,O,-1,False
O,X, ,O,X, ,X,X,O,1,True
O,X, ,O, , ,X,X,O,1,False
O,X, ,O, , ,X,X, ,1,False
O, , ,O, , ,X,X, ,1,False
O,X,O,X,O,O,X,X,X,1,True
O,X,O,X,O,O,X,X, ,1,False
O,X,O,X,O, ,X,X,O,-1,True
O,X,O,X,O, ,X,X, ,-1,False
O,X,O,O,O,X,X,X,X,1,True
O,X,O,O,O,X,X,X, ,1,False
O,X,O, ,O,X,X,X,O,-1,True
O,X,O, ,O,X,X,X, ,-1,False
O,X,O, ,O, ,X,X,X,1,True
O,X,O, ,O, ,X,X, ,1,False
